rosbagTimestamp,data
8.16057300568,"""start"""
12.2800085545,"""end"""
13.8031680584,"""start"""
15.4655692577,"""end"""
16.984691143,"""start"""
20.2190885544,"""end"""
21.2541816235,"""start"""
22.7545537949,"""end"""
24.2774198055,"""start"""
27.1915421486,"""end"""
28.2238357067,"""start"""
29.9598369598,"""end"""
31.4788451195,"""start"""
33.0624284744,"""end"""
34.5847027302,"""start"""
39.6010451317,"""end"""
40.6381499767,"""start"""
42.4530520439,"""end"""
43.9747226238,"""start"""
45.3552453518,"""end"""
46.8774068356,"""start"""
51.1093971729,"""end"""
52.634016037,"""start"""
57.3811411858,"""end"""
58.4120724201,"""start"""
60.0995941162,"""end"""
61.6159214973,"""start"""
66.63854146,"""end"""
67.6708340645,"""start"""
69.6902570724,"""end"""
71.2101671696,"""start"""
73.1935071945,"""end"""
74.7099120617,"""start"""
77.5300934315,"""end"""
78.5616321564,"""start"""
82.8670008183,"""end"""
84.3832790852,"""start"""
87.8041992188,"""end"""
89.3263018131,"""start"""
94.3421223164,"""end"""
95.3734567165,"""start"""
100.397217751,"""end"""
101.432132006,"""start"""
103.449475765,"""end"""
104.970790386,"""start"""
106.869132519,"""end"""
108.388842583,"""start"""
113.407498598,"""end"""
114.435379028,"""start"""
118.127696991,"""end"""
119.161336422,"""start"""
124.132545948,"""end"""
125.16562891,"""start"""
129.687013865,"""end"""
130.713614941,"""start"""
134.440135717,"""end"""
135.477427006,"""start"""
140.494441032,"""end"""
141.529036045,"""start"""
146.265639305,"""end"""
147.785916328,"""start"""
149.434721231,"""end"""
150.956428528,"""start"""
152.720782995,"""end"""
154.242556334,"""start"""
156.991250992,"""end"""
158.027172089,"""start"""
161.877351999,"""end"""
162.911534309,"""start"""
165.430397749,"""end"""
166.462126017,"""start"""
171.485024452,"""end"""
172.520889521,"""start"""
174.871621609,"""end"""
175.906469345,"""start"""
180.25837183,"""end"""
181.775970221,"""start"""
183.79428196,"""end"""
185.315750599,"""start"""
186.796798944,"""end"""
188.320692301,"""start"""
193.335013866,"""end"""
194.372101068,"""start"""
196.487709761,"""end"""
198.008515835,"""start"""
201.791876316,"""end"""
202.824136496,"""start"""
207.846561909,"""end"""
208.880203962,"""start"""
213.900684357,"""end"""
214.936453104,"""start"""
216.903061867,"""end"""
218.421728134,"""start"""
220.773106337,"""end"""
221.803777695,"""start"""
223.458074808,"""end"""
